CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB3/92 [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,66.7,0.47,,15.22,,,,3.85,3.05,2.05,0.07,,2.59,2.49,0.1,,,,,,,,,,,,,,,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214679
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB4/92 [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,65.5,0.67,,16,,,,4.77,2.6,1.85,0.1,,2.96,1.48,0.11,,,,,,,,,,,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214680
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,HITU,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB7A [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,66.9,0.51,,14.95,,,,4.18,3.22,2.63,0.08,,2.81,2.01,0.1,,,,,,,,,,,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214681
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB8A [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,68,0.47,,14.5,,,,3.73,2.8,1.97,0.07,,2.87,2.05,0.09,,,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214682
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB31 [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,68.4,0.47,,14.8,,,,3.35,2.47,1.54,0.06,,3.59,2.34,0.1,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214683
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,HITU,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB39A [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,70.3,0.42,,14.1,,,,3.27,2.3,0.86,0.06,,3.48,2.34,0.09,,,,,,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214684
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,HITU,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB5B [3070],RHYOLITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,76.8,0.06,,12.95,,,,1.12,0.77,0.13,0.02,,4.02,3.34,0.07,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214685
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB32 [3070],GRANITE [3070],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [3070] ,72.5,0.46,,13.36,,,,3.4,2.48,0.12,0.04,,2.86,2.51,0.06,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214686
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB37 [3070],GRANITE [3070],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [3070] ,75.5,0.12,,13.25,,,,1.13,0.9,0.24,0.03,,4.19,3.06,0.09,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214687
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s ABN5H [3070],GRANITE [3070],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [3070] ,74,0.22,,13.65,,,,1.96,1.46,0.52,0.05,,3.71,3.11,0.09,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214688
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s ABN5I [3070],GRANITE [3070],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [3070] ,73.8,0.33,,13.5,,,,2.65,1.64,0.7,0.04,,3.48,2.92,0.08,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214689
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s ABN5JG [3070],GRANITE [3070],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [3070] ,73.7,0.3,,13.5,,,,2.36,1.76,0.67,0.04,,3.47,2.81,0.08,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214690
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s SERIA [3070],GRANITE [3070],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [3070] ,76,0.3,,13,,,,2.34,2.91,0.8,0.04,,1.45,2.6,0.07,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214691
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s SOYA [3070],GRANITE [3070],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [3070] ,71.5,0.43,,14,,,,3.45,2.15,1.15,0.06,,3.06,2.44,0.09,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214692
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / HARUKU / PACIFIC OCEAN,,-3.57,-3.57,128.47,128.47,SUBAERIAL,,,s HAR30A [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,68.4,0.46,,14.95,,,,3.4,4.15,1.73,0.06,,2.74,2.91,0.09,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214693
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SAPARUA / PACIFIC OCEAN,,-3.58,-3.58,128.62,128.62,SUBAERIAL,,,s SAP11B [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,67.3,0.64,,16.5,,,,3.04,3.9,0.56,0.04,,2.9,4.2,0.14,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214694
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SAPARUA / PACIFIC OCEAN,,-3.58,-3.58,128.62,128.62,SUBAERIAL,,,s SAP15 [3070],NOT GIVEN [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,72,0.09,,13.1,,,,1.39,1,0.08,0.04,,3.9,2.9,0.01,,,,,,,,,,,,,,,,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214695
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SAPARUA / PACIFIC OCEAN,,-3.58,-3.58,128.62,128.62,SUBAERIAL,,,s SAP09 [3070],RHYOLITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,76.5,0.1,,12.8,,,,1.36,1.18,0.1,0.03,,3.74,3.75,0.02,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214696
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERAM / PACIFIC OCEAN,SW PART OF THE ISLAND,-3.6,-3.6,127.8,127.8,SUBAERIAL,,,s SER28C [3070],BASALT [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,51.5,0.54,,17.1,,,,6.48,10.6,6,0.11,,0.35,2,0.05,,,,,,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214697
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERAM / PACIFIC OCEAN,SW PART OF THE ISLAND,-3.6,-3.6,127.8,127.8,SUBAERIAL,,,s SER29 [3070],"ANDESITE, BASALTIC [3070]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,56,0.78,,16.4,,,,7.29,8.45,4.06,0.14,,0.78,2.67,0.08,,,,,,,,,,,,,,,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214698
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / KELANG / BANDA SEA / PACIFIC OCEAN,,-3.17,-3.17,127.72,127.72,SUBAERIAL,,,s KEL19 [3070],"ANDESITE, BASALTIC [3070]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,57.7,0.72,,16.4,,,,6.39,7.4,4.23,0.12,,1.11,2.3,0.08,,,,,,,,,,,,,,,,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214699
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / KELANG / BANDA SEA / PACIFIC OCEAN,,-3.17,-3.17,127.72,127.72,SUBAERIAL,,,s KEL20 [3070],ANDESITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,58.4,0.7,,16.8,,,,6.12,7.6,4,0.12,,0.53,3.12,0.08,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214700
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBELAU / PACIFIC OCEAN,,-3.83,-3.83,127.83,127.83,SUBAERIAL,,,s ABU23 [3070],ANDESITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,61.3,0.72,,16.25,,,,4.99,5.4,3.57,0.1,,2.93,3.06,0.16,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214701
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBELAU / PACIFIC OCEAN,,-3.83,-3.83,127.83,127.83,SUBAERIAL,,,s ABU8 [3070],ANDESITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,61.5,0.68,,16.35,,,,4.8,5.71,3.27,0.09,,2.8,2.73,0.15,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214702
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBELAU / PACIFIC OCEAN,,-3.83,-3.83,127.83,127.83,SUBAERIAL,,,s 314A [3070],ANDESITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,61.5,0.66,,16.5,,,,4.61,5.68,3.17,0.09,,2.79,2.99,0.15,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214703
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / BANDA / PACIFIC OCEAN,,-4.55,-4.55,129.92,129.92,SUBAERIAL,,,s BDI-3B [3070],"ANDESITE, BASALTIC [3070]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,57.25,1,,16.58,,,,8.57,8.1,3.88,0.2,,0.51,3.46,0.18,,,,,,,,,,,,,,,,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214704
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / BANDA / PACIFIC OCEAN,,-4.55,-4.55,129.92,129.92,SUBAERIAL,,,s BDI-2C [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,65.25,1.02,,14.43,,,,6.52,4.8,1.54,0.19,,0.81,4.5,0.26,,,,,,,,,,,,,,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214705
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / BANDA / PACIFIC OCEAN,,-4.55,-4.55,129.92,129.92,SUBAERIAL,,,s 308E [3070],RHYOLITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,71.6,0.32,,14.15,,,,3.06,3.96,0.71,0.08,,0.85,3.72,0.06,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214706
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,HITU,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB1 [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,,,,,,,,,,,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214796
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB3/92 [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,,,,,,,,,,,,,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214798
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB4/92 [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,,,,,,,,,,,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214801
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,HITU,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB5B [3070],RHYOLITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,,,,,,,,,,,,,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214803
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,HITU,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB7A [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214804
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB8A [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,,,,,,,,,,,,,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214805
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB31 [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,,,,,,,,,,,,,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214808
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,HITU,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB39A [3070],DACITE [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,,,,,,,,,,,,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214811
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s ABN9 [3070],BASALT [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214812
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s ABN9 [3070],BASALT [3070],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [3070] ,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214813
[3070],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / AMBON / BANDA SEA / PACIFIC OCEAN,LAITIMOR,-3.68,-3.68,128.17,128.17,SUBAERIAL,,,s AMB32 [3070],GRANITE [3070],,,,,,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [3070] ,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214814
