El,Energy (keV),I,LDE1,LDE2,LDE4,LIF,Lambda (A),Line,Line old,PET,STE,TAP,Z
Pb,14.76188775,10,3.91874,2.399228571,5.87811,58.39133782,0.83973,LG1,LG1,26.89595058,2.341876494,9.128563109,82
Pb,3.853279453,,15.01266667,9.191428571,22.519,223.6968237,3.217,Am1,Am1,103.0382064,8.971713147,34.97146407,82
Pb,3.063009637,,18.886,11.56285714,28.329,281.4115777,4.047,Am3,Am3,129.622512,11.28645418,43.99425399,82
Bi,4.006464124,,14.43866667,8.84,21.658,215.1439144,3.094,Am1,Am1,99.09860444,8.628685259,33.63435183,83
Po,13.33806772,20,4.33706,2.655342857,6.50559,64.62453125,0.92937,L$\beta$2,L$\beta$2,29.76705559,2.591868526,10.10302442,84
At,14.06478697,10,4.112966667,2.518142857,6.16945,61.28541982,0.88135,L$\beta$3,L_3,28.22900938,2.457948207,9.581007105,85
Ra,15.37450234,1,3.762593333,2.303628571,5.64389,56.06466834,0.80627,L$\beta$5,L_5,25.82425074,2.248561753,8.764825096,88
Ac,12.64988315,100,4.573006667,2.7998,6.85951,68.14026374,0.97993,L$\alpha$1,L_1,31.38645619,2.73287251,10.65265365,89
Th,12.80737281,10,4.516773333,2.765371429,6.77516,67.30235677,0.96788,L$\alpha$2,L_2,31.00050332,2.699266932,10.52166013,90
Th,16.19947465,50,3.57098,2.186314286,5.35647,53.20952641,0.76521,L$\beta$1,L$\beta$1,24.50912835,2.134051793,8.318468766,90
Th,16.42311106,6,3.522353333,2.156542857,5.28353,52.48496287,0.75479,L$\beta$3,L_3,24.17538321,2.104992032,8.205194704,90
Pa,16.92748873,6,3.4174,2.092285714,5.1261,50.92110165,0.7323,L$\beta$3,L_3,23.45504461,2.042270916,7.96070971,91
Pa,2.387059503,1,24.234,14.83714286,36.351,361.0996598,5.193,MZ2,MZ2,166.3280714,14.48247012,56.45222658,91
Pa,3.429994466,5,16.86533333,10.32571429,25.298,251.3025554,3.614,M3-N4,M3-N4,115.7538321,10.07888446,39.28718407,91
Pa,3.442377117,,16.80466667,10.28857143,25.207,250.3985894,3.601,Am5,Am5,115.3374514,10.04262948,39.14586326,91
U,3.520590741,5,16.43133333,10.06,24.647,244.8357216,3.521,M3-N4,M3-N4,112.7751087,9.819521912,38.27619676,92
Np,21.33562823,2,2.711333333,1.66,4.067,40.40032781,0.581,LG3,LG3,18.60901396,1.620318725,6.315952945,93
Np,22.42808033,,2.579266667,1.579142857,3.8689,38.43246331,0.5527,Al1,Al1,17.70258522,1.541394422,6.008308421,93
Am,14.4094296,10,4.014593333,2.457914286,6.02189,59.81960414,0.86027,L$\alpha$2,L_2,27.55383208,2.399159363,9.351849983,95
Am,18.39633142,1,3.14454,1.925228571,4.71681,46.8553406,0.67383,L$\beta$5,L_5,21.58229238,1.879207171,7.325092208,95
Er,9.429484254,1,6.1348,3.756,9.2022,91.41182606,1.3146,LG3,LG3,42.10569664,3.666215139,14.29079474,68
Yb,8.40036594,50,6.886366667,4.216142857,10.32955,102.6105744,1.47565,L$\beta$1,L$\beta$1,47.26401281,4.115358566,16.04154211,70
Yb,1.521168242,100,38.02866667,23.28285714,57.043,566.6476271,8.149,MA,MA,261.0066346,22.72629482,88.5864037,70
Lu,7.856011154,1,7.363533333,4.508285714,11.0453,109.7206149,1.5779,L$\eta$,L$\eta$,50.53900709,4.400517928,17.1530846,71
Ta,8.426576754,1,6.864946667,4.203028571,10.29742,102.2914049,1.47106,L$\eta$,L$\eta$,47.1169984,4.102557769,15.99164499,73
Ta,11.68001508,,4.952733333,3.032285714,7.4291,73.79839571,1.0613,Al1,Al1,33.99267902,2.959800797,11.53721318,73
Re,2.683116883,,21.56,13.2,32.34,321.2556187,4.62,Am2,Am2,147.9752917,12.88446215,50.22324028,75
Os,1.482952506,1,39.00866667,23.88285714,58.513,581.2501552,8.359,MZ2,MZ2,267.7327843,23.31195219,90.86927825,76
Os,2.458060678,,23.534,14.40857143,35.301,350.6692825,5.043,Am3,Am3,161.5236788,14.06414343,54.82160189,76
Ir,12.92178753,2,4.47678,2.740885714,6.71517,66.70643455,0.95931,LG3,LG3,30.72601235,2.675366534,10.42849711,77
Pt,10.85245528,4,5.330406667,3.263514286,7.99561,79.4259319,1.14223,L$\beta$4,L_4,36.58480897,3.185501992,12.41698956,78
Au,2.12260274,100,27.25333333,16.68571429,40.88,406.0893536,5.84,MA1,MA1,187.0510181,16.28685259,63.48565439,79
Au,2.390281527,1,24.20133333,14.81714286,36.302,360.6129088,5.186,M3-N4,M3-N4,166.1038664,14.46294821,56.37613076,79
Au,1.980508068,1,29.20866667,17.88285714,43.813,435.224874,6.259,M3-N1,M3-N1,200.471288,17.45537849,68.04053267,79
Au,1.647746909,1,35.10733333,21.49428571,52.661,523.1181861,7.523,MZ2,MZ2,240.9563029,20.98047809,81.78126335,79
Au,2.306661705,,25.07866667,15.35428571,37.618,373.6856483,5.374,Am4,Am4,172.1253718,14.987251,58.41984703,79
Hg,14.15973682,1,4.085386667,2.501257143,6.12808,60.87446296,0.87544,LG2,LG2,28.03971631,2.441466135,9.516760492,80
Hg,2.846383467,,20.32333333,12.44285714,30.485,302.828619,4.355,Am3,Am3,139.4875315,12.14541833,47.34247001,80
Hg,2.403723095,,24.066,14.73428571,36.099,358.5963692,5.157,Am4,Am4,165.1750172,14.38207171,56.06087665,80
Pb,10.44771088,10,5.536906667,3.389942857,8.30536,82.50289319,1.18648,L$\alpha$2,L_2,38.00210478,3.308908367,12.89802384,82
Pb,12.30372208,4,4.701666667,2.878571429,7.0525,70.05736707,1.0075,L$\beta$4,L_4,32.26950355,2.809760956,10.95236246,82
Pb,2.629056204,5,22.00333333,13.47142857,33.005,327.8615243,4.715,M3-N4,M3-N4,151.0180737,13.14940239,51.25596925,82
Bi,13.02128196,50,4.442573333,2.719942857,6.66386,66.19673678,0.95198,L$\beta$1,L$\beta$1,30.4912377,2.654924303,10.34881391,83
Bi,3.1525941,1,18.34933333,11.23428571,27.524,273.4149552,3.932,"M3-O4,5","M3-O4,5",125.9391444,10.96573705,42.7441084,83
Po,11.12886718,100,5.198013333,3.182457143,7.79702,77.45319989,1.11386,L$\alpha$1,L_1,35.67613818,3.10638247,12.10858407,84
Rn,14.31326136,50,4.041566667,2.474428571,6.06235,60.22152135,0.86605,L$\beta$1,L$\beta$1,27.73896134,2.415278884,9.414683387,86
Th,2.713660245,1,21.31733333,13.05142857,31.976,317.6397546,4.568,M3-N1,M3-N1,146.3097689,12.73944223,49.65795706,90
Pa,13.11995936,10,4.40916,2.699485714,6.61374,65.69886011,0.94482,L$\alpha$2,L_2,30.26190803,2.634956175,10.27097876,91
Pa,21.16803279,,2.7328,1.673142857,4.0992,40.72019271,0.5856,Al1,Al1,18.75634866,1.63314741,6.365958768,91
U,17.21714492,50,3.359906667,2.057085714,5.03986,50.06442,0.71998,L$\beta$1,L$\beta$1,23.06044383,2.007912351,7.826781069,92
U,20.48113145,1,2.824453333,1.729257143,4.23668,42.08587677,0.60524,LG2,LG2,19.3854038,1.687920319,6.579461894,92
U,4.400425985,5,13.146,8.048571429,19.719,195.8824844,2.817,M2-N4,M2-N4,90.22649279,7.856175299,30.62313158,92
Np,17.74710801,50,3.259573333,1.995657143,4.88936,48.56939926,0.69848,L$\beta$1,L$\beta$1,22.37181423,1.947952191,7.593058198,93
Pu,18.53718353,6,3.120646667,1.9106,4.68097,46.49931706,0.66871,L$\beta$3,L_3,21.41830245,1.864928287,7.269433552,94
Pu,21.72145511,1,2.663173333,1.630514286,3.99476,39.68271786,0.57068,LG2,LG2,18.27847175,1.591537849,6.203765967,94
Pu,16.32986431,1,3.542466667,2.168857143,5.3137,52.78466238,0.7591,L$\eta$,L$\eta$,24.31342942,2.117011952,8.252047987,94
Cm,18.09635036,20,3.196666667,1.957142857,4.795,47.63205603,0.685,L$\beta$2,L$\beta$2,21.94005948,1.910358566,7.446519393,96
Lu,8.60498695,5,6.722613333,4.115885714,10.08392,100.1705615,1.44056,L$\beta$4,L_4,46.14010524,4.017498008,15.66008464,71
Hf,9.021177498,50,6.412466667,3.926,9.6187,95.54920903,1.3741,L$\beta$1,L$\beta$1,44.01143903,3.832151394,14.93760919,72
Hf,1.894254279,1,30.53866667,18.69714286,45.808,455.0425907,6.544,Mg,Mg,209.599634,18.2501992,71.13871957,72
W,9.95982645,20,5.808133333,3.556,8.7122,86.54431669,1.2446,L$\beta$2,L$\beta$2,39.86364676,3.470996016,13.52983655,74
W,2.034799737,1,28.42933333,17.40571429,42.644,423.6123873,6.092,Mg,Mg,195.1223976,16.98964143,66.22510386,74
Re,8.584725339,10,6.73848,4.1256,10.10772,100.4069834,1.44396,L$\alpha$2,L_2,46.2490048,4.02698008,15.69704546,75
Re,10.00823524,50,5.78004,3.5388,8.67006,86.12571088,1.23858,L$\beta$1,L$\beta$1,39.67083047,3.454207171,13.46439415,75
Re,12.52880534,,4.6172,2.826857143,6.9258,68.79876822,0.9894,Al1,Al1,31.68977351,2.759282869,10.75560042,75
Re,1.889634146,,30.61333333,18.74285714,45.92,456.1551643,6.56,Am5,Am5,210.1121025,18.29482072,71.31265287,75
Os,1.977979895,45,29.246,17.90571429,43.869,435.7811608,6.267,MB,MB,200.7275223,17.47768924,68.12749932,76
Ir,9.173524362,100,6.305973333,3.8608,9.45896,93.96240097,1.35128,L$\alpha$1,L_1,43.28053077,3.76850996,14.68953682,77
Ir,9.648945279,1,5.995266667,3.670571429,8.9929,89.3327042,1.2847,L$\eta$,L$\eta$,41.14802105,3.582828685,13.96575688,77
Ir,2.550092574,,22.68466667,13.88857143,34.027,338.0137582,4.861,Am3,Am3,155.6943491,13.55657371,52.84311061,77
Pt,11.55911973,1,5.004533333,3.064,7.5068,74.57024362,1.0724,L$\beta$5,L_5,34.34820407,2.990756972,11.65787941,78
Pt,3.02858539,,19.10066667,11.69428571,28.651,284.6102267,4.093,Am2,Am2,131.0958591,11.41474104,44.49431223,78
Au,13.707234,1,4.220253333,2.583828571,6.33038,62.88404897,0.90434,LG2,LG2,28.96536262,2.522063745,9.830927515,79
Au,10.30655259,1,5.61274,3.436371429,8.41911,83.63285072,1.20273,L$\eta$,L$\eta$,38.52258065,3.354227092,13.07467485,79
Hg,3.276764473,,17.654,10.80857143,26.481,263.0541138,3.783,Am2,Am2,121.1667811,10.5501992,41.12435454,80
Tl,12.38831924,6,4.66956,2.858914286,7.00434,69.57896044,1.00062,L$\beta$3,L_3,32.04914207,2.790573705,10.87757115,81
Tl,14.6225803,1,3.956073333,2.422085714,5.93411,58.94762461,0.84773,LG2,LG2,27.15218485,2.364187251,9.215529759,81
Tl,12.65802104,,4.570066667,2.798,6.8551,68.09645616,0.9793,Al3,Al3,31.36627774,2.731115538,10.64580502,81
Tl,2.106730116,1,27.45866667,16.81142857,41.188,409.1489309,5.884,M3-N1,M3-N1,188.4603066,16.40956175,63.96397096,81
Tl,3.704722056,,15.61466667,9.56,23.422,232.6669481,3.346,Am1,Am1,107.169984,9.331474104,36.3738013,81
Pb,12.61153107,50,4.586913333,2.808314286,6.88037,68.34748057,0.98291,L$\beta$1,L$\beta$1,31.48190345,2.741183267,10.68504872,82
Pb,3.123991935,5,18.51733333,11.33714286,27.776,275.9182457,3.968,M2-N4,M2-N4,127.0921986,11.06613546,43.13545832,82
Bi,11.71024788,1,4.939946667,3.024457143,7.40992,73.60786748,1.05856,L$\eta$,L$\eta$,33.90491878,2.952159363,11.50742711,83
Bi,2.711879239,5,21.33133333,13.06,31.997,317.8483622,4.571,M3-N4,M3-N4,146.4058568,12.74780876,49.69056955,83
Bi,3.175204918,,18.21866667,11.15428571,27.328,271.4679514,3.904,Am3,Am3,125.0423244,10.8876494,42.43972512,83
Bi,2.602015113,,22.232,13.61142857,33.348,331.2687809,4.764,Am5,Am5,152.5875086,13.28605578,51.78863998,83
Fr,14.44755245,20,4.004,2.451428571,6.006,59.66175777,0.858,L$\beta$2,L$\beta$2,27.4811256,2.392828685,9.327173196,87
Ra,12.33764295,100,4.68874,2.870657143,7.03311,69.86475278,1.00473,L$\alpha$1,L_1,32.18078243,2.802035857,10.92225026,88
Th,19.30209744,1,2.99698,1.834885714,4.49547,44.65661708,0.64221,LG2,LG2,20.56952642,1.791023904,6.981356524,90
Th,3.255252101,1,17.77066667,10.88,26.656,264.79251,3.808,M4-O2,M4-O2,121.9675132,10.61992032,41.39612533,90
Pa,16.10079231,4,3.592866667,2.199714286,5.3893,53.53564954,0.7699,L$\beta$4,L_4,24.65934569,2.147131474,8.369452964,91
Pa,2.785617978,1,20.76666667,12.71428571,31.15,309.4345245,4.45,M3-N1,M3-N1,142.5303134,12.41035857,48.37519898,91
U,3.159021407,100,18.312,11.21142857,27.468,272.8586684,3.924,MA2,MA2,125.6829101,10.94342629,42.65714175,92
U,3.466442953,1,16.688,10.21714286,25.032,248.6601932,3.576,M4-O2,M4-O2,114.5367193,9.972908367,38.87409248,92
Cm,19.39906103,50,2.982,1.825714286,4.473,44.43340701,0.639,L$\beta$1,L$\beta$1,20.46671242,1.782071713,6.946461156,96
Bk,15.08029197,10,3.836,2.348571429,5.754,57.15846723,0.822,L$\alpha$2,L_2,26.32807138,2.292430279,8.935823271,97
Cf,15.41791045,10,3.752,2.297142857,5.628,55.90682196,0.804,L$\alpha$2,L_2,25.75154427,2.242231076,8.740148309,98
Er,8.355915066,,6.923,4.238571429,10.3845,103.1564308,1.4835,Al3,Al3,47.51544269,4.137250996,16.12687813,68
Yb,7.414363385,100,7.802153333,4.776828571,11.70323,116.2562893,1.67189,L$\alpha$1,L_1,53.54943949,4.662641434,18.17483403,70
Yb,10.08797272,1,5.734353333,3.510828571,8.60153,85.44495493,1.22879,LG2,LG2,39.35726378,3.426904382,13.35796871,70
Yb,8.942432549,,6.468933333,3.960571429,9.7034,96.39059279,1.3862,Al3,Al3,44.39899337,3.865896414,15.06914625,70
Lu,10.45811187,1,5.5314,3.386571429,8.2971,82.42084089,1.1853,LG2,LG2,37.96431023,3.30561753,12.88519626,71
Lu,10.50927064,1,5.504473333,3.370085714,8.25671,82.01961904,1.17953,LG3,LG3,37.77950126,3.289525896,12.82247156,71
Lu,10.34292866,,5.593,3.424285714,8.3895,83.33871408,1.1985,Al2,Al2,38.38709677,3.342430279,13.02869123,71
Ta,11.21505474,1,5.158066667,3.158,7.7371,76.85797303,1.1053,LG2,LG2,35.40196751,3.08250996,12.01552976,73
Ta,11.27565129,2,5.130346667,3.141028571,7.69552,76.44493009,1.09936,LG3,LG3,35.21171357,3.065944223,11.95095702,73
W,8.396155487,100,6.88982,4.218257143,10.33473,102.6620309,1.47639,L$\alpha$1,L_1,47.28771448,4.117422311,16.04958652,74
W,1.775168266,100,32.58733333,19.95142857,48.881,485.5688281,6.983,MA1,MA1,223.6604896,19.47450199,75.91101448,74
W,1.834541956,45,31.53266667,19.30571429,47.299,469.8537264,6.757,MB,MB,216.4218714,18.84422311,73.45420662,74
Re,7.602296144,3,7.60928,4.658742857,11.41392,113.3823727,1.63056,L$\iota$,L_,52.22566918,4.547378486,17.72554257,75
Re,10.52917693,,5.494066667,3.363714286,8.2411,81.8645541,1.1773,Al3,Al3,37.70807596,3.283306773,12.79822961,75
Ir,11.20998372,,5.1604,3.159428571,7.7406,76.89274095,1.1058,Al3,Al3,35.41798216,3.083904382,12.02096517,77
Pt,9.44068726,100,6.12752,3.751542857,9.19128,91.30335014,1.31304,L$\alpha$1,L_1,42.05573095,3.661864542,14.27383624,78
Pt,13.26811307,1,4.359926667,2.669342857,6.53989,64.96525691,0.93427,LG2,LG2,29.92399908,2.605533865,10.15629149,78
Hg,11.82057444,50,4.89384,2.996228571,7.34076,72.9208533,1.04868,L$\beta$1,L$\beta$1,33.58846946,2.924605578,11.40002329,80
Hg,11.90195005,1,4.86038,2.975742857,7.29057,72.42228127,1.04151,L$\beta$15,L$\beta$15,33.35881949,2.904609562,11.32207943,80
Tl,11.92863604,4,4.849506667,2.969085714,7.27426,72.26026275,1.03918,L$\beta$4,L_4,33.28419126,2.898111554,11.2967504,81
Tl,2.547995889,1,22.70333333,13.9,34.055,338.2919016,4.865,M3-N4,M3-N4,155.8224663,13.56772908,52.88659394,81
Pb,15.09866017,1,3.831333333,2.345714286,5.747,57.08893138,0.821,LG2,LG2,26.2960421,2.289641434,8.92495244,82
Pb,3.046448759,1,18.98866667,11.62571429,28.483,282.9413664,4.069,"M3-O4,5","M3-O4,5",130.3271563,11.34780876,44.23341228,82
Bi,12.95270736,1,4.466093333,2.734342857,6.69914,66.54719746,0.95702,L$\beta$15,L$\beta$15,30.65266529,2.66898008,10.4036029,83
Bi,13.42430149,,4.3092,2.638285714,6.4638,64.20940224,0.9234,Al3,Al3,29.57584077,2.575219124,10.03812556,83
Bi,16.37300225,,3.533133333,2.163142857,5.2997,52.64559068,0.7571,Al1,Al1,24.24937085,2.111434263,8.230306324,83
Bi,2.525157873,60,22.90866667,14.02571429,34.363,341.3514789,4.909,MB,MB,157.2317547,13.69043825,53.36491051,83
Po,13.44468547,50,4.302666667,2.634285714,6.454,64.11205205,0.922,L$\beta$1,L$\beta$1,29.53099977,2.571314741,10.02290639,84
Po,13.31185567,1,4.3456,2.660571429,6.5184,64.75178186,0.9312,L$\beta$15,L$\beta$15,29.82566918,2.596972112,10.12291804,84
At,13.87368633,50,4.16962,2.552828571,6.25443,62.12958502,0.89349,L$\beta$1,L$\beta$1,28.61784489,2.491804781,9.712978996,85
Ra,17.84547169,10,3.241606667,1.984657143,4.86241,48.30168624,0.69463,LG1,LG1,22.24850149,1.937215139,7.551205498,88
Ra,18.17595308,1,3.182666667,1.948571429,4.774,47.42344848,0.682,LG2,LG2,21.84397163,1.901992032,7.413906899,88
Th,14.50740819,1,3.98748,2.441314286,5.98122,59.41560086,0.85446,L$\eta$,L$\eta$,27.36774194,2.382956175,9.288690453,90
Pa,19.56501152,10,2.956706667,1.810228571,4.43506,44.05652271,0.63358,LG1,LG1,20.2931137,1.766956175,6.887541251,91
Pa,16.76494455,,3.450533333,2.112571429,5.1758,51.41480617,0.7394,Al3,Al3,23.68245253,2.062071713,8.037892612,91
U,17.45202664,6,3.314686667,2.0294,4.97203,49.39061763,0.71029,L$\beta$3,L_3,22.75008007,1.980888446,7.721442715,92
U,17.06732755,1,3.3894,2.075142857,5.0841,50.50388656,0.7263,L$\beta$5,L_5,23.26286891,2.025537849,7.895484723,92
Er,6.947456915,100,8.3265,5.097857143,12.48975,124.0693372,1.78425,L$\alpha$1,L_1,57.14824983,4.975996016,19.39628062,68
Yb,6.544360267,2,8.839366667,5.411857143,13.25905,131.7113269,1.89415,L$\iota$,L_,60.66826813,5.28249004,20.59098497,70
Lu,10.87177688,,5.320933333,3.257714286,7.9814,79.28477413,1.1402,Al1,Al1,36.51978952,3.179840637,12.39492177,71
Hf,8.903893119,4,6.496933333,3.977714286,9.7454,96.80780788,1.3922,L$\beta$4,L_4,44.59116907,3.882629482,15.13437124,72
Re,10.15807459,6,5.69478,3.4866,8.54217,84.85529093,1.22031,L$\beta$3,L_3,39.08565546,3.40325498,13.26578406,75
Re,1.905904059,45,30.352,18.58285714,45.528,452.2611568,6.504,MB,MB,208.3184626,18.13864542,70.70388632,75
Re,1.430747922,1,40.432,24.75428571,60.648,602.4585889,8.664,MZ2,MZ2,277.5017159,24.1625498,94.18488178,75
Os,12.09330459,10,4.783473333,2.928657143,7.17521,71.27633049,1.02503,LG1,LG1,32.83097689,2.858649402,11.14292814,76
Os,7.820918876,3,7.396573333,4.528514286,11.09486,110.2129287,1.58498,L$\iota$,L_,50.76577442,4.420262948,17.23005008,76
Pt,2.645326504,,21.868,13.38857143,32.802,325.8449847,4.686,Am3,Am3,150.0892244,13.0685259,50.94071515,78
Pt,2.133562823,,27.11333333,16.6,40.67,404.0032781,5.81,Am5,Am5,186.0901396,16.20318725,63.15952945,78
Au,11.44038467,50,5.056473333,3.0958,7.58471,75.34417761,1.08353,L$\beta$1,L$\beta$1,34.70469,3.021796813,11.77887176,79
Au,2.409329446,3,24.01,14.7,36.015,357.7619391,5.145,Mg,Mg,164.7906658,14.34860558,55.93042668,79
Hg,10.64948454,1,5.432,3.325714286,8.148,80.93972732,1.164,L$\eta$,L$\eta$,37.28208648,3.246215139,12.65364755,80
Hg,2.487158909,3,23.25866667,14.24,34.888,346.5666675,4.984,Mg,Mg,159.633951,13.89960159,54.18022285,80
Bi,15.70764221,2,3.682793333,2.254771429,5.52419,54.87560533,0.78917,LG3,LG3,25.27654999,2.20087251,8.578933882,83
Bi,2.416374269,100,23.94,14.65714286,35.91,356.7189013,5.13,MA2,MA2,164.3102265,14.30677291,55.76736421,83
Bi,2.73521624,5,21.14933333,12.94857143,31.724,315.1364641,4.532,Mg,Mg,145.1567147,12.63904382,49.26660714,83
Bi,3.184994861,1,18.16266667,11.12,27.244,270.6335212,3.892,M1-N2,M1-N2,124.657973,10.85418327,42.30927515,83
Po,11.01396737,10,5.25224,3.215657143,7.87836,78.26120645,1.12548,L$\alpha$2,L_2,36.04831846,3.138788845,12.23490313,84
Po,13.0828496,4,4.421666667,2.707142857,6.6325,65.88521618,0.9475,L$\beta$4,L_4,30.34774651,2.642430279,10.30011259,84
Ra,13.66070838,1,4.234626667,2.592628571,6.35194,63.09821939,0.90742,L$\eta$,L$\eta$,29.06401281,2.530653386,9.864409675,88
Th,2.363393708,1,24.47666667,14.98571429,36.715,364.7155239,5.245,MZ1,MZ1,167.9935941,14.62749004,57.0175098,90
Th,3.959118492,1,14.61133333,8.945714286,21.917,217.7167408,3.131,"M3-O4,5","M3-O4,5",100.2836879,8.73187251,34.03657258,90
Pa,3.082048732,100,18.76933333,11.49142857,28.154,279.6731815,4.022,MA1,MA1,128.8217799,11.21673307,43.72248321,91
U,4.245205479,1,13.62666667,8.342857143,20.44,203.0446768,2.92,M1-N2,M1-N2,93.52550904,8.143426295,31.74282719,92
Am,18.05970367,4,3.203153333,1.961114286,4.80473,47.72871086,0.68639,L$\beta$4,L_4,21.98458019,1.91423506,7.461629848,95
Am,22.06125754,10,2.622153333,1.6054,3.93323,39.07149775,0.56189,LG1,LG1,17.99693434,1.567023904,6.10821136,95
Er,7.744111951,5,7.469933333,4.573428571,11.2049,111.3060322,1.6007,L$\beta$4,L_4,51.26927477,4.464103586,17.40093955,68
Er,9.383800151,1,6.164666667,3.774285714,9.247,91.85685549,1.321,LG2,LG2,42.31068405,3.684063745,14.36036806,68
Er,7.0568143,1,8.197466667,5.018857143,12.2962,122.146671,1.7566,L$\eta$,L$\eta$,56.26264013,4.898884462,19.09570214,68
Tm,9.77756744,1,5.9164,3.622285714,8.8746,88.15754836,1.2678,LG3,LG3,40.60672615,3.535697211,13.78203983,69
Tm,1.468546381,100,39.39133333,24.11714286,59.087,586.9520948,8.441,MA,MA,270.3591855,23.54063745,91.76068642,69
Lu,8.845440274,6,6.539866667,4.004,9.8098,97.44753769,1.4014,L$\beta$3,L_3,44.88583848,3.908286853,15.23438289,71
Lu,1.230738681,1,47.00266667,28.77714286,70.504,700.3650632,10.072,MZ,MZ,322.5989476,28.08924303,109.4910122,71
Hf,8.137863122,1,7.1085,4.352142857,10.66275,105.9204808,1.52325,L$\eta$,L$\eta$,48.78860673,4.24810757,16.55899367,72
Hf,1.644249901,100,35.182,21.54,52.773,524.2307597,7.539,MA,MA,241.4687714,21.0250996,81.95519665,72
Ta,7.171909443,3,8.065913333,4.938314286,12.09887,120.1864554,1.72841,L$\iota$,L_,55.35973461,4.820266932,18.78925341,73
Ta,1.804366812,,32.06,19.62857143,48.09,477.7112772,6.87,Am4,Am4,220.0411805,19.15936255,74.68261055,73
Re,11.95256002,,4.8398,2.963142857,7.2597,72.11562818,1.0371,Al2,Al2,33.21757035,2.892310757,11.27413907,75
Os,3.0449521,,18.998,11.63142857,28.497,283.0804381,4.071,Am1,Am1,130.3912148,11.35338645,44.25515394,76
Os,1.967619048,,29.4,18,44.1,438.0758437,6.3,Am5,Am5,201.7844887,17.56972112,68.48623675,76
Ir,2.052997681,45,28.17733333,17.25142857,42.266,419.8574515,6.038,MB,MB,193.3928163,16.83904382,65.63807897,77
Pt,9.360275462,10,6.18016,3.783771429,9.27024,92.08771451,1.32432,L$\alpha$2,L_2,42.41702128,3.693322709,14.39645921,78
Pt,11.06884543,50,5.2262,3.199714286,7.8393,77.87319641,1.1199,L$\beta$1,L$\beta$1,35.86959506,3.123227092,12.17424389,78
Pt,2.217531306,,26.08666667,15.97142857,39.13,388.7053915,5.59,Am4,Am4,179.0436971,15.58964143,60.76794658,78
Au,13.73365832,,4.212133333,2.578857143,6.3182,62.7630566,0.9026,Al2,Al2,28.90963166,2.517211155,9.812012269,79
Au,2.743691899,,21.084,12.90857143,31.626,314.1629622,4.518,Am3,Am3,144.7083047,12.6,49.1144155,79
Hg,12.28421366,,4.709133333,2.883142857,7.0637,70.16862443,1.0091,Al3,Al3,32.3207504,2.814223108,10.96975579,80
Tl,1.762798635,1,32.816,20.09142857,49.224,488.9760846,7.032,MZ2,MZ2,225.2299245,19.61115538,76.44368521,81
Tl,2.405588977,,24.04733333,14.72285714,36.071,358.3182258,5.153,Am5,Am5,165.0469,14.37091633,56.01739333,81
Pb,12.62051903,20,4.583646667,2.806314286,6.87547,68.29880547,0.98221,L$\beta$2,L$\beta$2,31.45948296,2.739231076,10.67743914,82
Pb,15.20235467,,3.8052,2.329714286,5.7078,56.69953063,0.8154,Al2,Al2,26.11667811,2.274023904,8.864075785,82
Bi,9.418737178,3,6.1418,3.760285714,9.2127,91.51612983,1.3161,L$\iota$,L_,42.15374056,3.670398406,14.30710098,83
Bi,3.690384043,,15.67533333,9.597142857,23.513,233.5709141,3.359,Am2,Am2,107.5863647,9.367729084,36.5151221,83
